timestamp,flow_id,src_ip,src_ip_v6,src_port,src_asn,src_country,src_reverse_dns,dst_ip,dst_port,protocol,pkts,bytes,duration_ms,ttl,tcp_seq,tcp_ack,tcp_window,tcp_flags,tls_issuer,tls_subject,cert_serial,cert_valid_from,cert_valid_to,http_method,http_url,http_headers,http_status,user_agent,dns_query,dns_response,smb_action,ssh_user,ssh_result,rdp_user,rdp_result,yara_matches,file_hash,payload_snippet_base64,extracted_iocs,signature_id,attack_type,session_id,label,hop_count,geo_lat,geo_lon,device_fingerprint,process,user,reverse_dns_dst,pcap_reference
2025-09-20T23:06:33.658,a487232cbd65,172.16.47.200,,11326,,,,10.10.50.30,25,TCP,34,15266,220,78,1899931304,1850884805,59110,A,,,,,,GET,/api,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",200,curl/7.68.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-810000,benign,10,,,"{""os"": ""Linux"", ""browser"": ""Safari"", ""version"": ""50.0""}",curl,www-data,host-10-10-50-30.honeypot.local,4c33185e002f
2025-09-20T23:06:38.732,aa66c90d1953,49.120.255.90,,57694,AS19491,UA,host-49-120-255-90.attacker.example,10.10.50.18,3389,HTTP,258,347526,291,30,1372114321,4278681502,64307,S,,,,,,GET,/download/malware.exe,,,,,,,,,,,MALWARE_PE,0431678d16d4f077d53beb875a7aaf6bca0f3a61,PE header .. MZ..,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": [""0431678d16d4f077d53beb875a7aaf6bca0f3a61""]}",SIG_EXE_DL,malware_dl,ATTK-000079,attack,54,51.021183,-152.050746,"{""os"": ""iOS"", ""browser"": ""Chrome"", ""version"": ""5.0""}",cmd.exe,admin,host-10-10-50-18.honeypot.local,a5bcab0fe39b
2025-09-20T23:10:51.459,1f3802e8cc29,172.16.174.21,,42432,,,,10.10.50.59,123,UDP,45,43695,22,128,1644659627,763391436,59939,,,,,,,POST,/,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",404,Mozilla/5.0 (Macintosh),,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-293449,benign,9,,,"{""os"": ""Linux"", ""browser"": ""Safari"", ""version"": ""10.0""}",firefox,service,host-10-10-50-59.honeypot.local,e0694fc78368
2025-09-20T23:11:22.492,7a677d333a73,211.135.230.120,,59748,AS82316,SG,host-211-135-230-120.attacker.example,10.10.50.56,22,TCP,208,211744,522,69,1666496950,3163111784,15738,S,,,,,,,,,,,,,,,,,,,,periodic beacon to C2,"{""domains"": [], ""emails"": [], ""ips"": [""83.249.14.250""], ""files"": []}",SIG_MALWARE_BEACON,beacon,ATTK-000080,attack,6,60.546169,-87.76403,"{""os"": ""FreeBSD"", ""browser"": ""Firefox"", ""version"": ""17.0""}",nmap,user,host-10-10-50-56.honeypot.local,8d5f5bc84480
2025-09-20T23:12:45.603,6cea759d7430,187.192.53.10,,38816,AS29499,NL,host-187-192-53-10.attacker.example,10.10.50.38,3389,TLS,137,52197,11280,62,722906480,3135928260,35811,,,,,,,,,,,,,,,,,,,,,periodic beacon to C2,"{""domains"": [], ""emails"": [], ""ips"": [""60.100.208.169""], ""files"": []}",SIG_MALWARE_BEACON,beacon,ATTK-000081,attack,38,60.119809,90.418099,"{""os"": ""iOS"", ""browser"": ""None"", ""version"": ""86.0""}",nmap,root,host-10-10-50-38.honeypot.local,f0885d3abcbc
2025-09-20T23:15:26.206,def5174bc205,172.16.62.34,,32276,,,,10.10.50.32,443,TCP,90,72180,632,119,627538929,3888602192,44024,,,,,,,POST,/status,"{""User-Agent"": ""Mozilla/5.0 (Macintosh)"", ""Accept"": ""text/html""}",500,Mozilla/5.0 (Macintosh),,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-176299,benign,1,,,"{""os"": ""Windows"", ""browser"": ""Firefox"", ""version"": ""36.0""}",firefox,user,host-10-10-50-32.honeypot.local,a452b21b99ec
2025-09-20T23:16:53.533,b881e0483bc5,153.125.236.132,,24963,AS95922,US,host-153-125-236-132.attacker.example,10.10.50.30,80,HTTP,832,477568,2081,25,1330755794,2613849415,65472,FA,,,,,,POST,/api/run,"{""User-Agent"": ""curl/7.68.0"", ""Content-Type"": ""application/json""}",,,,,,,,,,,,system('cat /etc/passwd'),"{""domains"": [""bad.example""], ""emails"": [], ""ips"": [], ""files"": []}",SIG_CMD_INJECT,rce,ATTK-000082,attack,52,59.973591,-119.236493,"{""os"": ""Windows"", ""browser"": ""curl"", ""version"": ""3.0""}",cmd.exe,root,host-10-10-50-30.honeypot.local,b552ba9d1938
2025-09-20T23:17:57.805,05180c4a31b2,10.0.2.129,,26508,,,,10.10.50.56,8080,HTTP,50,39050,113,45,1311127952,3187712298,18907,,,,,,,POST,/status,"{""User-Agent"": ""WinHTTP/1.0"", ""Accept"": ""text/html""}",500,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-159907,benign,10,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""10.0""}",scp,service,host-10-10-50-56.honeypot.local,7c0d5ba20685
2025-09-20T23:27:09.063,c07a93ce37c6,192.168.34.40,,32504,,,,10.10.50.43,22,TCP,45,63495,77,114,3530113480,3024492951,65019,PA,,,,,,GET,/images,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",500,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-286967,benign,8,,,"{""os"": ""Windows"", ""browser"": ""Chrome"", ""version"": ""92.0""}",ssh,user,host-10-10-50-43.honeypot.local,831894d0ff33
2025-09-20T23:33:03.737,01dd1ad4b1be,123.68.102.142,,6096,AS43433,GB,host-123-68-102-142.attacker.example,10.10.50.35,53,DNS,428,628732,1552,116,70382631,3670724726,21759,,,,,,,,,,,,exfil.8980dc86c1e9ea324ec99f8b15a2e9a92d0a4d1e.example.com,A:1.2.3.4,,,,,,,,DNS_TUNNEL_CHUNK,"{""domains"": [""exfil.8980dc86c1e9ea324ec99f8b15a2e9a92d0a4d1e.example.com""], ""emails"": [], ""ips"": [], ""files"": []}",SIG_DNS_TUNNEL,dns_tunnel,ATTK-000018,attack,59,36.928434,-91.834105,"{""os"": ""Linux"", ""browser"": ""curl"", ""version"": ""49.0""}",sqlmap,admin,host-10-10-50-35.honeypot.local,93dd25abdad6
2025-09-20T23:35:06.415,9a8e6497be17,172.16.143.44,,53240,,,,10.10.50.40,25,TLS,77,77539,397,67,2809356845,3130527946,50778,A,,,,,,,/status,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",500,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-380282,benign,9,,,"{""os"": ""macOS"", ""browser"": ""Chrome"", ""version"": ""41.0""}",firefox,user,host-10-10-50-40.honeypot.local,af9581972dd5
2025-09-20T23:35:16.446,d5ae521a12eb,143.200.216.188,,15964,AS16954,FR,host-143-200-216-188.attacker.example,10.10.50.28,161,HTTP,668,975280,2959,75,768332900,3423092198,44584,R,,,,,,GET,/download/malware.exe,,,,,,,,,,,MALWARE_PE,7884b72ac2e65b49a0e786bb97c47064358d4751,PE header .. MZ..,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": [""7884b72ac2e65b49a0e786bb97c47064358d4751""]}",SIG_EXE_DL,malware_dl,ATTK-000083,attack,8,-55.354148,-69.792674,"{""os"": ""iOS"", ""browser"": ""Firefox"", ""version"": ""27.0""}",wget,www-data,host-10-10-50-28.honeypot.local,f745fb01bc00
2025-09-20T23:35:47.586,4d525f8159a1,192.168.63.182,,24400,,,,10.10.50.47,80,TLS,64,40704,463,43,3493183103,2101103468,63003,A,,,,,,POST,/login,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""text/html""}",500,python-requests/2.31.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-438981,benign,4,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""83.0""}",wget,www-data,host-10-10-50-47.honeypot.local,54c3280a47e6
2025-09-20T23:38:15.628,b523f0d9e9a7,10.0.182.160,,39582,,,,10.10.50.26,3306,TCP,48,24336,360,90,1360417982,2432665882,10199,PA,,,,,,POST,/login,"{""User-Agent"": ""Mozilla/5.0 (Macintosh)"", ""Accept"": ""text/html""}",301,Masscan/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-158052,benign,6,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""36.0""}",scp,service,host-10-10-50-26.honeypot.local,553afc8ee6a9
2025-09-20T23:38:42.001,4a968b86b7b9,192.168.25.202,,5137,,,,10.10.50.15,123,UDP,2,1728,29,38,3825887437,1609977934,17564,,,,,,,GET,/status,"{""User-Agent"": ""WinHTTP/1.0"", ""Accept"": ""text/html""}",,curl/7.68.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-153849,benign,4,,,"{""os"": ""Windows"", ""browser"": ""Safari"", ""version"": ""15.0""}",scp,user,host-10-10-50-15.honeypot.local,e04317d65ef1
2025-09-20T23:39:58.077,c350737059a5,103.159.153.255,,53877,AS86072,RU,host-103-159-153-255.attacker.example,10.10.50.19,80,HTTP,691,227339,1166,84,3342371081,3068495543,33883,FA,,,,,,POST,/api/v1/item,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""*/*""}",,python-requests/2.31.0,,,,,,,,,,SQLi payload fragment: ' OR '1'='1' --,"{""domains"": [""exfil.example""], ""emails"": [], ""ips"": [], ""files"": []}",SIG_HTTP_SQLI,http_sqli,ATTK-000007,attack,34,-5.65773,95.178566,"{""os"": ""Android"", ""browser"": ""Firefox"", ""version"": ""98.0""}",powershell.exe,root,host-10-10-50-19.honeypot.local,e8261fa2fa67
2025-09-20T23:41:40.685,4425e0df2750,10.0.139.124,,11865,,,,10.10.50.53,53,UDP,41,59860,348,103,2113481603,2459285790,64983,A,,,,,,GET,/status,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",500,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-912004,benign,9,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""87.0""}",chrome,service,host-10-10-50-53.honeypot.local,d7cac532e494
2025-09-20T23:48:11.033,299e7fd80f9e,115.88.55.159,,11562,AS26673,UA,host-115-88-55-159.attacker.example,10.10.50.49,80,HTTP,995,135320,6314,109,2292789888,1813896852,19677,PA,,,,,,POST,/product,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""*/*""}",,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,SQLi payload fragment: ' OR '1'='1' --,"{""domains"": [""bad.example""], ""emails"": [], ""ips"": [], ""files"": []}",SIG_HTTP_SQLI,http_sqli,ATTK-000013,attack,34,42.160498,63.789854,"{""os"": ""Android"", ""browser"": ""Chrome"", ""version"": ""69.0""}",ssh,service,host-10-10-50-49.honeypot.local,a42042f81f89
2025-09-20T23:48:33.722,b131fcc7e1d8,10.0.184.76,,22664,,,,192.168.84.168,22,UDP,102,12444,38,51,3466456375,3757694025,27533,A,,,,,,,/images,"{""User-Agent"": ""Mozilla/5.0 (Macintosh)"", ""Accept"": ""text/html""}",200,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-990761,benign,10,,,"{""os"": ""Linux"", ""browser"": ""Firefox"", ""version"": ""80.0""}",curl,www-data,host-192-168-84-168.honeypot.local,873c2e5147cd
2025-09-20T23:54:30.842,376381e39733,192.168.175.38,,36596,,,,10.10.50.17,123,TCP,106,12826,199,127,1565497423,804881197,13582,A,,,,,,GET,/images,"{""User-Agent"": ""Mozilla/5.0 (Macintosh)"", ""Accept"": ""text/html""}",301,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-183916,benign,8,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""33.0""}",wget,www-data,host-10-10-50-17.honeypot.local,1b241c9fae6c
2025-09-20T23:59:09.097,a212b69c2a13,172.16.33.117,,17804,,,,10.10.50.42,123,TLS,56,30576,283,109,2580986477,676892453,34518,PA,,,,,,GET,/home,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",500,python-requests/2.31.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-792467,benign,1,,,"{""os"": ""macOS"", ""browser"": ""Chrome"", ""version"": ""83.0""}",scp,user,host-10-10-50-42.honeypot.local,e9f7e676594e
2025-09-20T23:59:53.344,d6ce2e3c6ef9,10.0.101.12,,1211,,,,10.10.50.38,80,TLS,40,27120,34,51,1436061599,68629805,50753,PA,,,,,,POST,/home,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-874220,benign,10,,,"{""os"": ""macOS"", ""browser"": ""Chrome"", ""version"": ""74.0""}",chrome,user,host-10-10-50-38.honeypot.local,bc03b2596339
2025-09-21T00:01:07.660,72a358f0d792,10.0.12.109,,49050,,,,10.10.50.18,123,DNS,81,56457,24,114,4213498494,63270929,6603,PA,,,,,,POST,/api,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",,Masscan/1.0,www.example.com,A:192.0.2.187,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-198110,benign,7,,,"{""os"": ""Linux"", ""browser"": ""Chrome"", ""version"": ""94.0""}",scp,user,host-10-10-50-18.honeypot.local,27d565846739
2025-09-21T00:03:00.025,edb8e31adb04,10.0.184.29,,13376,,,,10.10.50.33,3306,HTTP,32,36224,621,39,553088698,2447891974,36751,,,,,,,,/status,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-145714,benign,5,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""69.0""}",ssh,service,host-10-10-50-33.honeypot.local,07f0580d2690
2025-09-21T00:03:30.802,117654402eda,192.168.2.234,,14000,,,,10.10.50.48,3306,DNS,73,27083,527,46,3385789733,1000453588,8840,PA,,,,,,GET,/home,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",,WinHTTP/1.0,api.service.local,A:192.0.2.44,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-620584,benign,7,,,"{""os"": ""Windows"", ""browser"": ""Safari"", ""version"": ""4.0""}",curl,user,host-10-10-50-48.honeypot.local,6ac5b21a1679
2025-09-21T00:04:40.819,69bf80c3406a,172.16.118.25,,20410,,,,192.168.78.0,80,DNS,90,123750,48,60,1176796391,2008789782,5937,A,,,,,,GET,/login,"{""User-Agent"": ""WinHTTP/1.0"", ""Accept"": ""text/html""}",404,sqlmap/1.6,www.example.com,A:192.0.2.116,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-234664,benign,6,,,"{""os"": ""Windows"", ""browser"": ""Safari"", ""version"": ""100.0""}",chrome,service,host-192-168-78-0.honeypot.local,1185e8f27d33
2025-09-21T00:05:02.798,4d3001381eaa,192.168.164.52,,27069,,,,10.10.50.49,3306,TCP,66,27060,385,71,1306431755,1175629609,49549,,,,,,,,/home,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",301,Masscan/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-223524,benign,9,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""58.0""}",ssh,user,host-10-10-50-49.honeypot.local,667d9bf84e31
2025-09-21T00:11:00.299,c98a9e4001a8,10.0.54.115,,50983,,,,10.10.50.29,80,TLS,17,23120,189,70,1885318193,2016838535,30458,,,,,,,POST,/home,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",200,Mozilla/5.0 (Macintosh),,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-142906,benign,6,,,"{""os"": ""Windows"", ""browser"": ""Safari"", ""version"": ""62.0""}",scp,service,host-10-10-50-29.honeypot.local,eeb2a442e5b4
2025-09-21T00:13:40.386,18ece3e4724c,148.205.37.195,,50412,AS60004,CN,host-148-205-37-195.attacker.example,10.10.50.49,22,SSH,62,8742,141,115,648445126,2422499270,21120,SA,,,,,,,,,,,,,,ec2-user,failed,,,,,ssh auth attempts,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",SIG_SSH_BRUTE,ssh_bruteforce,ATTK-000084,attack,46,-8.275376,104.972629,"{""os"": ""Linux"", ""browser"": ""Firefox"", ""version"": ""76.0""}",masscan,www-data,host-10-10-50-49.honeypot.local,f05c98b2dedf
2025-09-21T00:14:18.741,4e98c83507d2,192.168.125.12,,18303,,,,10.10.50.36,22,HTTP,30,19770,464,75,2311804890,3300165720,61411,,,,,,,POST,/status,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",200,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-104911,benign,8,,,"{""os"": ""Linux"", ""browser"": ""Safari"", ""version"": ""70.0""}",firefox,service,host-10-10-50-36.honeypot.local,4136a1b31302
2025-09-21T00:21:25.321,4b1d0550b02e,192.168.19.69,,21513,,,,10.10.50.28,22,TLS,19,7562,314,105,277580480,1185587364,52103,PA,,,,,,GET,/home,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",200,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-915892,benign,8,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""88.0""}",scp,www-data,host-10-10-50-28.honeypot.local,4a2b037f095d
2025-09-21T00:27:04.905,7024fa47e28f,177.187.166.210,,64286,AS30273,GB,host-177-187-166-210.attacker.example,10.10.50.42,8000,TCP,639,700344,1331,41,4166909824,191497511,8132,RA,Self-Signed,www.example.com,6fe366d0b0b6212e,2024-11-15,2025-10-25,,,,,,,,,,,,,,,periodic beacon to C2,"{""domains"": [], ""emails"": [], ""ips"": [""136.3.253.199""], ""files"": []}",SIG_MALWARE_BEACON,beacon,ATTK-000085,attack,34,67.684779,-123.821985,"{""os"": ""iOS"", ""browser"": ""curl"", ""version"": ""42.0""}",wget,root,host-10-10-50-42.honeypot.local,be1da0738b04
2025-09-21T00:27:28.680,eb694f297173,9.74.118.111,,47503,AS37430,CN,host-9-74-118-111.attacker.example,10.10.50.13,0,ICMP,3173,139612,1206,126,3131221651,3123047604,46094,S,,,,,,,,,,,,,,,,,,,,ICMP flood pattern,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",SIG_ICMP_FLOOD,icmp_flood,ATTK-000042,attack,15,68.462271,42.899037,"{""os"": ""FreeBSD"", ""browser"": ""curl"", ""version"": ""21.0""}",python,www-data,host-10-10-50-13.honeypot.local,73b02de648a6
2025-09-21T00:34:16.941,55c6401237d6,103.45.232.47,,59573,AS49833,DE,host-103-45-232-47.attacker.example,10.10.50.20,445,SMB,374,499290,3199,119,2221852798,1156576480,16942,P,,,,,,,,,,,,,exec_service,,,,,,,SMB lateral action: exec_service,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",SIG_SMB_LATERAL,smb_lateral,ATTK-000086,attack,14,-21.874534,82.308439,"{""os"": ""FreeBSD"", ""browser"": ""Firefox"", ""version"": ""17.0""}",cmd.exe,www-data,host-10-10-50-20.honeypot.local,2e1a4eaacc69
2025-09-21T00:36:23.819,1face8bd6fa7,10.0.66.43,,48934,,,,10.10.50.54,123,HTTP,24,7728,146,80,1359282342,1812792280,55673,PA,,,,,,,/,"{""User-Agent"": ""Mozilla/5.0 (Macintosh)"", ""Accept"": ""text/html""}",301,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-456195,benign,2,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""69.0""}",scp,user,host-10-10-50-54.honeypot.local,d16a40ed677d
2025-09-21T00:39:42.621,d0020bf00781,49.120.255.90,,62415,AS34998,FR,host-49-120-255-90.attacker.example,10.10.50.42,23,HTTP,185,219780,1694,120,3193201834,3615636327,17878,R,,,,,,POST,/upload,,,Mozilla/5.0,,,,,,,,EXFIL_PATTERN,0148d17c0fab1f5dab2e,U0VDUkVUX0RBVEFfNDI5,"{""domains"": [""steal-data.org""], ""emails"": [], ""ips"": [], ""files"": [""0148d17c0fab1f5dab2e""]}",SIG_EXFIL_HTTP,exfil_http,ATTK-000087,attack,25,-35.275629,110.453401,"{""os"": ""iOS"", ""browser"": ""Firefox"", ""version"": ""10.0""}",ssh,root,host-10-10-50-42.honeypot.local,d8cffb68bdb5
2025-09-21T00:41:51.153,f71457d0410d,10.0.71.75,,58008,,,,10.10.50.35,25,ICMP,35,13160,332,72,414830967,3223771432,25045,A,,,,,,POST,/images,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""text/html""}",,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-293113,benign,8,,,"{""os"": ""macOS"", ""browser"": ""Chrome"", ""version"": ""24.0""}",ssh,service,host-10-10-50-35.honeypot.local,e59f6188f654
2025-09-21T00:43:33.652,9bd2c7476ecf,10.0.31.108,,56196,,,,10.10.50.57,22,HTTP,57,30666,284,99,64793362,3781604431,25925,A,,,,,,GET,/images,"{""User-Agent"": ""WinHTTP/1.0"", ""Accept"": ""text/html""}",,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-964734,benign,10,,,"{""os"": ""Linux"", ""browser"": ""Chrome"", ""version"": ""99.0""}",curl,user,host-10-10-50-57.honeypot.local,65bd83b7dda5
2025-09-21T00:48:01.237,0945049b6149,192.168.73.128,,29568,,,,10.10.50.54,53,HTTP,100,30500,259,119,147825224,84295720,1052,,,,,,,POST,/status,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-659546,benign,7,,,"{""os"": ""Windows"", ""browser"": ""Firefox"", ""version"": ""12.0""}",wget,user,host-10-10-50-54.honeypot.local,36d0c002be4b
2025-09-21T00:48:27.268,6f57cf1b200f,172.16.9.170,,28750,,,,10.10.50.52,3306,DNS,100,76600,218,96,523460171,2163940596,15852,PA,,,,,,GET,/status,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",500,curl/7.68.0,api.service.local,A:192.0.2.110,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-312723,benign,6,,,"{""os"": ""Windows"", ""browser"": ""Firefox"", ""version"": ""36.0""}",ssh,www-data,host-10-10-50-52.honeypot.local,92034d5a8eae
2025-09-21T00:51:16.104,926c585c73ec,136.3.253.199,,12411,AS27387,FR,host-136-3-253-199.attacker.example,10.10.50.53,3389,HTTP,102,23868,4945,104,3702853656,97373486,40544,S,,,,,,,,,,,,,,,,,,,,periodic beacon to C2,"{""domains"": [], ""emails"": [], ""ips"": [""200.100.142.126""], ""files"": []}",SIG_MALWARE_BEACON,beacon,ATTK-000088,attack,29,18.988967,117.446225,"{""os"": ""Windows"", ""browser"": ""None"", ""version"": ""7.0""}",nmap,admin,host-10-10-50-53.honeypot.local,fb15f32460a7
2025-09-21T00:59:03.394,d7a41a9a5bf1,13.154.87.86,,11705,AS64856,US,host-13-154-87-86.attacker.example,10.10.50.36,80,TCP,510,41310,3197,107,3073014994,1677494493,1778,,,,,,,,,,,,,,,,,,,,,periodic beacon to C2,"{""domains"": [], ""emails"": [], ""ips"": [""200.100.142.126""], ""files"": []}",SIG_MALWARE_BEACON,beacon,ATTK-000089,attack,33,-26.673087,176.769894,"{""os"": ""FreeBSD"", ""browser"": ""None"", ""version"": ""49.0""}",masscan,user,host-10-10-50-36.honeypot.local,0c6d2cf81b3a
2025-09-21T01:01:08.676,00afedbb504b,10.0.71.224,,49252,,,,172.16.160.241,25,HTTP,11,1672,338,79,1485855769,2584801374,34945,,,,,,,POST,/status,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-725390,benign,2,,,"{""os"": ""Windows"", ""browser"": ""Chrome"", ""version"": ""71.0""}",scp,user,host-172-16-160-241.honeypot.local,239971d7dcf4
2025-09-21T01:02:32.793,7367029bb4ac,192.168.74.160,,14119,,,,10.10.50.29,123,ICMP,26,1300,245,112,1408065386,69507862,63240,A,,,,,,GET,/,"{""User-Agent"": ""Mozilla/5.0 (Macintosh)"", ""Accept"": ""text/html""}",301,curl/7.68.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-623394,benign,4,,,"{""os"": ""macOS"", ""browser"": ""Chrome"", ""version"": ""42.0""}",curl,www-data,host-10-10-50-29.honeypot.local,74e42c69ff7f
2025-09-21T01:06:21.405,9de51fc0685d,96.10.234.104,,56330,AS48117,CA,host-96-10-234-104.attacker.example,10.10.50.24,0,ICMP,2985,161190,5989,32,2143987910,2157368606,2253,,,,,,,,,,,,,,,,,,,,,ICMP flood pattern,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",SIG_ICMP_FLOOD,icmp_flood,ATTK-000090,attack,20,7.52913,177.136281,"{""os"": ""Linux"", ""browser"": ""None"", ""version"": ""63.0""}",nmap,www-data,host-10-10-50-24.honeypot.local,700d69bf3ed8
2025-09-21T01:23:26.175,ee5d8a9b3e78,172.16.186.72,,13869,,,,10.10.50.49,80,HTTP,28,20272,158,107,2759359208,1304976425,48250,PA,,,,,,GET,/status,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",500,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-412303,benign,1,,,"{""os"": ""Windows"", ""browser"": ""Chrome"", ""version"": ""20.0""}",wget,www-data,host-10-10-50-49.honeypot.local,a7a810dd1ccb
2025-09-21T01:24:13.671,6c6ab6868d28,10.0.69.64,,33995,,,,10.10.50.18,123,HTTP,12,12672,28,104,2741429174,4289066094,13197,,,,,,,POST,/login,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",200,python-requests/2.31.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-589526,benign,10,,,"{""os"": ""Linux"", ""browser"": ""Chrome"", ""version"": ""29.0""}",ssh,service,host-10-10-50-18.honeypot.local,f900fdd2edd5
